paragraph_id,segment_id,ucp,Source_paragraph,unit,modality,reviewer,translator,classification,sub_classification,Language,reproduction,omission,creative_shift,NA
85,162,152,"""They're all fine, and so is the mother. I'm on my way in to see them now.""",the mother,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
86,164,153,"""Hooray,"" said Wehling emptily.",emptily,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
88,166,154,"""What man in my shoes wouldn't be happy?"" said Wehling.",What man in my shoes,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
88,167,155,He gestured with his hands to symbolize care-free simplicity.,He gestured with his hands to symbolize care-free simplicity.,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
88,168,156,"""All I have to do  is pick out which one of the triplets is going to live, then deliver my maternal grandfather to the Happy Hooligan , and come back here with a receipt.""",All I have to do,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
90,171,157,"""I think it's perfectly keen,"" said Wehling tautly.",it's perfectly keen,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
90,171,158,,tautly,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
91,172,159,"""Would you like to go back to the good old days, when the population of the Earth was twenty billion—about to become forty billion, then eighty billion, then one hundred and sixty billion?",good old days,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
91,173,160,"Do you know what a drupelet is, Mr. Wehling?"" said Hitz.",drupelet,mt,R3,MT,Reproduction,Retention,CA,1,0,0,0
92,174,161,"""Nope,"" said Wehling sulkily.",sulkily,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
93,175,162,"""A drupelet, Mr. Wehling, is one of the little knobs, one of the little pulpy grains of a blackberry,"" said Dr. Hitz.","one of the little knobs, one of the little pulpy grains of a blackberry",mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
93,176,163,"""Without population control, human beings would now be packed on this surface of this old planet like drupelets on a blackberry! Think of it!""",human beings would now be packed on this surface of this old planet like drupelets on a blackberry,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
95,179,164,"""In the year 2000,"" said Dr. Hitz, ""before scientists stepped in and laid down the law, there wasn't even enough drinking water to go around, and nothing to eat but sea-weed—and still people insisted on their right to reproduce like jackrabbits.",stepped in,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
95,179,165,,go around,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
95,179,166,,right to reproduce like jackrabbits,mt,R3,MT,Reproduction,Retention,CA,1,0,0,0
103,194,167,"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,mt,R3,MT,Reproduction,Retention,CA,1,0,0,0
105,197,168,"""He or she is going to live on a happy, roomy, clean, rich planet, thanks to population control.","happy, roomy, clean, rich planet",mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
105,201,169,"Now centuries of peace and plenty stretch before us as far as the imagination cares to travel.""",peace and plenty,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
105,201,170,,the imagination cares to travel,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
106,202,171,He smiled luminously.,luminously,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
108,204,172,Wehling shot Dr. Hitz dead. ,Wehling shot Dr. Hitz dead. ,mt,R3,MT,Abstraction,Paraphrase,CA,0,0,1,0
108,205,173,"""There's room for one—a great big one,"" he said.",There's room for one—a great big one,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
109,207,174,"""It's only death,"" he said to her as she fell.",It's only death,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
106,208,175,"""There! Room for two.""","There! Room for two.""",mt,R3,MT,Omission,Shortcut,CA,0,1,0,0
111,210,176,Nobody came running.,Nobody came running.,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
112,212,177,"The painter sat on the top of his stepladder, looking down reflectively on the sorry scene.",sorry scene,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
113,213,178,"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.","The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful",mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
114,"216, 217, 218",179,He thought of war. He thought of plague. He thought of starvation.,He thought of war. He thought of plague. He thought of starvation.,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
115,221,180,"And then he decided he had had about enough  of life in the Happy Garden of Life , too, and he came slowly down from the ladder.",he had had about enough  ,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
118,224,181,And then he saw the telephone booth in the corner of the room.,telephone booth,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
121,228,182,"""We could probably fit you in late this afternoon, sir,"" she said.",fit you in,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
122,230,183,"""All right,"" said the painter, ""fit me in , if you please."" ",fit me in,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
123,233,184,"""Your city thanks you; your country thanks you; your planet thanks you.",Your city thanks you; your country thanks you; your planet thanks you.,mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
123,234,185,"But the deepest thanks of all is from future generations.""","But the deepest thanks of all is from future generations.""",mt,R3,MT,Reproduction,Direct Translation,CA,1,0,0,0
1,1,1,2BR02B,2BR02B,ht,R3,T1,Modification,Situational,CA,0,0,1,0
2,2,2,Everything was perfectly swell.,perfectly swell,ht,R3,T1,Modification,Situational,CA,0,0,1,0
4,5,3,So was old age.,So was all age,ht,R3,T1,Concretisation,Addition,CA,0,0,1,0
5,6,4,"Death, barring accidents, was an adventure for volunteers.",barring accidents,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
5,6,5,,volunteers,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
6,7,6,The population of the United States was stabilized at forty-million souls.,was stabilized at,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
7,8,7,"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,ht,R3,T1,Concretisation,Addition,CA,0,0,1,0
7,8,8,,"Edward K. Wehling, Jr.",ht,R3,T1,Reproduction,Retention,CA,1,0,0,0
7,8,9,,waited for his wife to give birth,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
7,9,10,He was the only man waiting.,the only man waiting,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
7,10,11,Not many people were born a day any more.,Not many people were born a day any more,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
8,11,12,"Wehling was fifty-six, a mere stripling in a population whose average age was one hundred and twenty-nine.",a mere stripling,ht,R3,T1,Modification,Cultural,CA,0,0,1,0
9,12,13,X-rays had revealed that his wife was going to have triplets.,X-rays,ht,R3,T1,Concretisation,Addition,CA,0,0,1,0
10,14,14,"Young Wehling was hunched in his chair, his head in his hand.","hunched in this chair, his head in his hand",ht,R3,T1,Concretisation,Completion,CA,0,0,1,0
10,15,15,"He was so rumpled, so still and colorless as to be virtually invisible.","so rumpled, so still, and colorless",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
10,15,16,,as to be virtually invisible,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
10,16,17,"His camouflage was perfect, since the waiting room had a disorderly and demoralized air, too.",disorderly and demoralized air,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
10,18,18,The floor was paved with spattered dropcloths.,spattered dropcloths,ht,R3,T1,Omission,Creative,CA,0,1,0,0
11,19,19,The room was being redecorated.,redecorated,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
12,21,20,"A sardonic old man, about two hundred years old, sat on a stepladder, painting a mural he did not like.",sardonic old man,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
12,22,21,"Back in the days when people aged visibly, his age would have been guessed at thirty-five or so.",Back in the days,ht,R3,T1,Modification,Cultural,CA,0,0,1,0
12,23,22,Aging had touched him that much before the cure for aging was found.,Aging had touched him that much,ht,R3,T1,Concretisation,Completion,CA,0,0,1,0
13,24,23,The mural he was working on depicted a very neat garden.,mural,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
13,25,24,"Men and women in white, doctors and nurses, turned the soil, planted seedlings, sprayed bugs, spread fertilizer.","Men and women in white, doctors and nurses",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
13,25,25,,"turned the soil, planted seedlings, sprayed bugs, spread fertilizer",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
14,26,26,"Men and women in purple uniforms pulled up weeds, cut down plants that were old and sickly, raked leaves, carried refuse to trash-burners.",purple uniforms pulled up weeds,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
14,26,27,,trash burners,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
15,27,28,"Never, never, never—not even in medieval Holland nor old Japan—had a garden been more formal, been better tended.","Never, never, never",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
15,27,29,,"been more formal, been better tended",ht,R3,T1,Modification,Situational,CA,0,0,1,0
15,28,30,"Every plant had all the loam, light, water, air and nourishment it could use.","loam, light, water, air and nourishment",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
16,29,31,"A hospital orderly came down the corridor, singing under his breath a popular song:",orderly came down the corridor,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
17,30,32,"If you don't like my kisses, honey,","If you don't like my kisses, honey,",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
18,31,33,Here's what I will do:,Here's what I will do:,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
19,32,34,"I'll go see a girl in purple,","I'll go see a girl in purple,",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
20,33,35,Kiss this sad world toodle-oo.,Kiss this sad world toodle-oo.,ht,R3,T1,Modification,Situational,CA,0,0,1,0
21,34,36,"If you don't want my lovin',","If you don't want my lovin',",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
22,35,37,Why should I take up all this space?,Why should I take up all this space?,ht,R3,T1,Modification,Situational,CA,0,0,1,0
23,36,38,"I'll get off this old planet,","I'll get off this old planet,",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
24,37,39,Let some sweet baby have my place.,Let some sweet baby have my place.,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
25,38,40,The orderly looked in at the mural and the muralist.,looked in at,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
25,38,41,,mural and muralist,ht,R3,T1,Abstraction,Superordinate Term,CA,0,0,1,0
26,40,42,"""What makes you think you're not in it?"" said the painter.",you (formal versus informal),ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
26,41,43,He gave a satiric smile.,satiric smile,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
26,42,44,"""It's called 'The Happy Garden of Life,' you know.""",The Happy Garden of Life,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
26,42,45,,you know,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
27,43,46,"""That's good of Dr. Hitz,"" said the orderly.",Dr. Hitz,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
27,43,47,,That's good of,ht,R3,T1,Modification,Situational,CA,0,0,1,0
28,44,48,"He was referring to one of the male figures in white, whose head was a portrait of Dr. Benjamin Hitz, the hospital's Chief Obstetrician.",whose head was a portrait of,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
28,44,49,,Chief Obstetrician,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
28,45,50,Hitz was a blindingly handsome man.,a blindingly handsome man,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
29,46,51,"""Lot of faces still to fill in,"" said the orderly.",Lot of faces,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
29,46,52,,still to fill in,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
29,47,53,He meant that the faces of many of the figures in the mural were still blank.,still blank,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
29,48,54,All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.,Chicago Office of the Federal Bureau of Termination,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
30,49,55,"""Must be nice to be able to make pictures that look like something,"" said the orderly.",Must be nice … look like something,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
31,50,56,The painter's face curdled with scorn.,faced burdled with scorn,ht,R3,T1,Concretisation,Completion,CA,0,0,1,0
31,51,57,"""You think I'm proud of this daub?"" he said.",You think,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
31,51,58,,this daub,ht,R3,T1,Modification,Cultural,CA,0,0,1,0
32,53,59,"""What's your idea of what life looks like?"" said the orderly.",your (formal vs informal),ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
33,54,60,The painter gestured at a foul dropcloth.,foul dropcloth,ht,R3,T1,Modification,Situational,CA,0,0,1,0
33,55,61,"""There's a good picture of it,"" he said.",There's a good picture of it.,ht,R3,T1,Concretisation,Completion,CA,0,0,1,0
33,56,62,"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,ht,R3,T1,Concretisation,Completion,CA,0,0,1,0
34,57,63,"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,ht,R3,T1,Modification,Situational,CA,0,0,1,0
36,60,64,"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,ht,R3,T1,Modification,Situational,CA,0,0,1,0
36,60,65,"The orderly shrugged. ""If you don't like it here, Grandpa--"" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call",trick telephone number ,ht,R3,T1,Modification,Situational,CA,0,0,1,0
36,61,66,"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",ht,R3,T1,Modification,Situational,CA,0,0,1,0
37,62,67,"The number was: ""2 B R 0 2 B.""",2BR02B,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,68,"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",fanciful,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
38,63,69,,sobriquets,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
38,63,70,,Automat,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,71,,Birdland,ht,R3,T1,Concretisation,Completion,CA,0,0,1,0
38,63,72,,Cannery,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,73,,Catbox,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
38,63,74,,De-louser,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,75,,Easy-go,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,76,,"Good-by, Mother",ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
38,63,77,,Happy Hooligan,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,78,,Kiss-me-quick,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,79,,Lucky Pierre,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,80,,Sheepdip,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,81,,Waring Blendor,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,82,,Weep-no-more,ht,R3,T1,Modification,Situational,CA,0,0,1,0
38,63,83,,Why Worry?,ht,R3,T1,Modification,Situational,CA,0,0,1,0
39,64,84,"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",ht,R3,T1,Reproduction,Official Translation,CA,1,0,0,0
39,64,85,,Federal Bureau of Termination,ht,R3,T1,Reproduction,Direct Translation,CA,1,0,0,0
41,67,86,"""A do-it-yourselfer, eh?"" said the orderly.",do-it-yourselfer,ht,R3,T1,Modification,Situational,CA,0,0,1,0
